id,lat,lon
1001,32.500389,-86.494165
1003,30.548923,-87.762381
1005,31.844036,-85.310038
1007,33.030921,-87.127659
1009,33.955242999999996,-86.591491
1011,32.116327000000005,-85.701192
1013,31.773539000000003,-86.65355
1015,33.72546,-85.81944200000001
1017,32.860439,-85.266474
1019,34.179333,-85.629194
1021,32.877547,-86.68740600000001
1023,32.016562,-88.26416400000001
1025,31.685685,-87.815673
1027,33.272412,-85.820227
1029,33.62977,-85.494315
1031,31.354433,-85.904715
1033,34.723385,-87.685151
1035,31.418674,-86.996483
1037,32.975932,-86.155035
1039,31.282449,-86.410955
1041,31.743487,-86.29708000000001
1043,34.162362,-86.831859
1045,31.383346000000003,-85.641269
1047,32.408815000000004,-87.03495500000001
1049,34.45511,-85.817208
1051,32.559652,-86.225647
1053,31.088737,-87.282053
1055,34.013692999999996,-86.02539300000001
1057,33.726422,-87.77035500000001
1059,34.460481,-87.793594
1061,31.09426,-85.788849
1063,32.830505,-87.92399999999999
1065,32.775804,-87.62608399999999
1067,31.478593,-85.268828
1069,31.20455,-85.391221
1071,34.731984000000004,-85.938698
1073,33.518601000000004,-86.814688
1075,33.762769,-88.109649
1077,34.866178999999995,-87.60875899999999
1079,34.543683,-87.272414
1081,32.588091999999996,-85.345833
1083,34.815612,-86.93897199999999
1085,32.162415,-86.618688
1087,32.425739,-85.715007
1089,34.746392,-86.613232
1091,32.340478999999995,-87.800648
1093,34.111796999999996,-87.8743
1095,34.311974,-86.293279
1097,30.683993,-88.170637
1099,31.505611,-87.36089399999999
1101,32.346175,-86.243797
1103,34.514252,-86.93078100000001
1105,32.581066,-87.369219
1107,33.292972999999996,-88.06647199999999
1109,31.787277000000003,-85.948647
1111,33.257607,-85.427266
1113,32.421972,-85.062843
1115,33.660628,-86.369107
1117,33.290719,-86.737978
1119,32.57442,-88.232646
1121,33.372083,-86.169238
1123,32.85306,-85.864503
1125,33.214154,-87.520229
1127,33.834858000000004,-87.253922
1129,31.410368,-88.18611999999999
1131,31.999753000000002,-87.38040699999999
1133,34.163824,-87.415693
2013,54.860151,-162.90153600000002
2016,54.023571,-168.292885
2020,61.192232,-149.793182
2050,60.679945999999994,-162.151263
2060,58.735464,-156.834047
2068,63.882844999999996,-149.032949
2070,59.136256,-158.718472
2090,64.831552,-147.624018
2100,59.264125,-135.559897
2105,58.078281999999994,-135.384163
2110,58.358516,-134.530605
2122,60.292592000000006,-151.064475
2130,55.367858,-131.678527
2150,57.779137,-152.460881
2164,58.557351000000004,-156.371652
2170,61.611281000000005,-149.421961
2180,64.457026,-165.295491
2185,70.522779,-154.862085
2188,66.943735,-161.63818500000002
2195,56.812712,-133.115025
2198,55.448164,-132.56084199999998
2201,,
2220,57.062746,-135.33717099999998
2230,59.464535999999995,-135.311501
2232,,
2240,63.856184999999996,-144.687024
2261,61.26149,-145.882504
2270,62.089902,-164.314723
2275,56.38582099999999,-132.31083700000002
2280,,
2282,59.547975,-139.724878
2290,65.010262,-152.550423
4001,35.577687,-109.41483999999998
4003,31.607357,-110.063053
4005,35.514426,-111.590056
4007,33.82356,-111.007494
4009,32.867329999999995,-109.81218100000001
4011,32.970402,-109.24871200000001
4012,33.908361,-114.172146
4013,33.493403,-112.04143
4015,35.069679,-114.24963400000001
4017,34.893625,-110.211155
4019,32.216707,-110.96001000000001
4021,33.060133,-111.58836399999998
4023,31.434733,-110.94319499999999
4025,34.629014,-112.26776699999999
4027,32.650040000000004,-114.59866299999999
5001,34.405316,-91.46128399999999
5003,33.179373,-91.87136
5005,36.332208,-92.383933
5007,36.337348,-94.23054300000001
5009,36.267871,-93.09934399999999
5011,33.569321,-92.103312
5013,33.591116,-92.49555500000001
5015,36.373069,-93.57081600000001
5017,33.32186,-91.31837800000001
5019,34.094705,-93.12485600000001
5021,36.370695,-90.37241800000001
5023,35.510232,-92.037481
5025,33.914989,-92.139146
5027,33.258045,-93.24745899999999
5029,35.214487,-92.70416
5031,35.835235,-90.669325
5033,35.496882,-94.28435999999999
5035,35.17736,-90.217261
5037,35.252833,-90.775307
5039,33.869213,-92.527123
5041,33.773838,-91.417485
5043,33.6274,-91.781779
5045,35.104918,-92.40535899999999
5047,35.446102,-93.885464
5049,36.376787,-91.764934
5051,34.505811,-93.081852
5053,34.309174,-92.41271400000001
5055,36.07312,-90.523016
5057,33.699647,-93.623587
5059,34.353464,-92.894595
5061,33.983198,-93.910184
5063,35.749801,-91.607539
5065,36.120217,-91.908429
5067,35.621102,-91.24623299999999
5069,34.233473,-92.041179
5071,35.475272,-93.47551700000001
5073,33.287628999999995,-93.557538
5075,36.070223999999996,-91.065733
5077,34.785214,-90.774516
5079,33.975379,-91.746234
5081,33.700518,-94.195995
5083,35.227532000000004,-93.768119
5085,34.905178,-91.970577
5087,36.061309,-93.755297
5089,36.28457,-92.663368
5091,33.400831,-93.987504
5093,35.84288,-89.999037
5095,34.777729,-91.218021
5097,34.517013,-93.622663
5099,33.722167999999996,-93.358085
5101,35.98494,-93.1705
5103,33.574461,-92.838871
5105,34.999054,-92.779271
5107,34.529768,-90.707796
5109,34.187298,-93.624765
5111,35.60191,-90.557998
5113,34.52045,-94.25851899999999
5115,35.309776,-93.097238
5117,34.859177,-91.536241
5119,34.773719,-92.31165899999999
5121,36.304758,-90.98841999999999
5123,35.015313,-90.770297
5125,34.593233000000005,-92.546163
5127,34.907145,-94.095905
5129,35.922829,-92.659155
5131,35.318195,-94.354435
5133,34.014236,-94.304091
5135,36.178492999999996,-91.520168
5137,35.856705,-92.137
5139,33.20687,-92.64508000000001
5141,35.567839,-92.421475
5143,36.094275,-94.17222199999999
5145,35.243736,-91.767388
5147,35.233191,-91.25207900000001
5149,35.120982,-93.28945999999999
6001,37.705201,-122.100393
6003,38.728297999999995,-119.847603
6005,38.394208,-120.775729
6007,39.669037,-121.70763500000001
6009,38.163627000000005,-120.63371799999999
6011,39.156147999999995,-122.08555700000001
6013,37.935588,-122.03013100000001
6015,41.791232,-124.16308799999999
6017,38.746543,-120.74433
6019,36.738918,-119.76788400000001
6021,39.663418,-122.17749099999999
6023,40.752982,-124.087189
6025,32.841101,-115.53448700000001
6027,37.160247,-118.267513
6029,35.372968,-118.936004
6031,36.242748999999996,-119.72908400000001
6033,38.973362,-122.734609
6035,40.392396999999995,-120.579176
6037,34.065193,-118.244222
6039,37.043099,-120.00675
6041,37.986705,-122.547075
6043,37.542747999999996,-119.957219
6045,39.285329,-123.397227
6047,37.281015999999994,-120.623989
6049,41.522584,-120.65091100000001
6051,37.763321999999995,-118.97059399999999
6053,36.611722,-121.64616200000002
6055,38.329075,-122.321646
6057,39.219524,-120.916546
6059,33.733953,-117.86288
6061,38.844511,-121.18246599999999
6063,39.983857,-120.825847
6065,33.800439000000004,-117.06620500000001
6067,38.56895,-121.38086100000001
6069,36.843404,-121.40385900000001
6071,34.190248,-117.357474
6073,32.88326,-117.112994
6075,37.759598,-122.438323
6077,37.931804,-121.29810800000001
6079,35.342391,-120.667689
6081,37.56395,-122.34099099999999
6083,34.639262,-120.092602
6085,37.315104999999996,-121.910421
6087,36.985171,-121.936728
6089,40.580269,-122.29996100000001
6091,39.612588,-120.41423600000002
6093,41.576203,-122.489833
6095,38.235582,-122.069324
6097,38.41408,-122.720522
6099,37.619147,-120.955577
6101,39.135490000000004,-121.644269
6103,40.115187,-122.218704
6105,40.681267999999996,-123.07235700000001
6107,36.251227,-119.23154699999999
6109,37.971531,-120.32853
6111,34.241989000000004,-119.02501799999999
6113,38.598913,-121.721112
6115,39.13883,-121.506626
8001,39.874297,-104.92747299999999
8003,37.483069,-105.877245
8005,39.647528,-104.845968
8007,37.240087,-107.085027
8009,37.368221000000005,-102.527089
8011,38.072386,-103.1631
8013,40.063299,-105.183981
8014,39.936888,-105.05549099999999
8015,38.676497,-106.082645
8017,38.816795,-102.45777
8019,39.712957,-105.52965
8021,37.195652,-105.989049
8023,37.281779,-105.448477
8025,38.188547,-103.857439
8027,38.134215999999995,-105.381557
8029,38.798565,-107.91055300000001
8031,39.72143,-104.955068
8033,37.740817,-108.75741000000001
8035,39.48527,-104.87971200000001
8037,39.599453000000004,-106.717771
8039,39.382868,-104.51913
8041,38.873669,-104.758477
8043,38.426058000000005,-105.20653200000001
8045,39.507560999999995,-107.53935600000001
8047,39.85702,-105.48021000000001
8049,40.050388,-105.9754
8051,38.657886,-106.944723
8053,37.996875,-107.29653
8055,37.616312,-104.884201
8057,40.692851,-106.291292
8059,39.720524,-105.128819
8061,38.470657,-102.68057900000001
8063,39.309763000000004,-102.435733
8065,39.245870000000004,-106.30806100000001
8067,37.265198,-107.806184
8069,40.504546000000005,-105.099218
8071,37.196601,-104.503149
8073,39.173232,-103.613697
8075,40.639399,-103.187715
8077,39.092851,-108.543768
8079,37.798623,-106.93558600000001
8081,40.515239,-107.625859
8083,37.370816999999995,-108.557116
8085,38.479141999999996,-107.934568
8087,40.256023,-103.78151700000001
8089,38.024096,-103.657432
8091,38.139834,-107.746232
8093,39.311718,-105.623144
8095,40.599517,-102.387354
8097,39.232543,-106.907765
8099,38.083771999999996,-102.547035
8101,38.263684999999995,-104.645147
8103,40.051033000000004,-108.280174
8105,37.616658,-106.238805
8107,40.453133,-106.89953500000001
8109,37.915302000000004,-106.019489
8111,37.804646000000005,-107.67398899999999
8113,37.974202000000005,-107.96003400000001
8115,40.960246000000005,-102.32767
8117,39.573131,-106.054579
8119,38.94355,-105.14053200000001
8121,40.092526,-103.156814
8123,40.328082,-104.788507
8125,40.069472999999995,-102.486935
9001,41.207889,-73.364521
9003,41.761943,-72.717282
9005,41.727851,-73.187494
9007,41.478564,-72.57140799999999
9009,41.396052000000005,-72.941497
9011,41.443373,-72.09768299999999
9013,41.842762,-72.37209
9015,41.804225,-71.995072
10001,39.12322,-75.558604
10003,39.68502,-75.634376
10005,38.662387,-75.346649
11001,38.910270000000004,-77.01446800000001
12001,29.665903000000004,-82.386845
12003,30.288432,-82.185477
12005,30.206925,-85.660217
12007,29.953428999999996,-82.128192
12009,28.232195,-80.690979
12011,26.134058,-80.227135
12013,30.463143,-85.122189
12015,26.954793,-82.119946
12017,28.863598,-82.453512
12019,30.084386,-81.79941
12021,26.199831,-81.699625
12023,30.126051,-82.660566
12027,27.189369,-81.864094
12029,29.634179,-83.056329
12031,30.300302000000002,-81.622853
12033,30.485314000000002,-87.274788
12035,29.523494,-81.224735
12037,29.786787,-84.822838
12039,30.59828,-84.581397
12041,29.704639,-82.808262
12043,26.896029,-81.185404
12045,29.988578999999998,-85.259478
12047,30.501534000000003,-82.997218
12049,27.548312,-81.815432
12051,26.705392,-81.20257099999999
12053,28.50485,-82.496961
12055,27.460415,-81.442555
12057,27.976529,-82.401275
12059,30.847684,-85.758558
12061,27.671827,-80.44058100000001
12063,30.800240000000002,-85.21611899999999
12065,30.504031,-83.886291
12067,30.065417999999998,-83.179508
12069,28.735689,-81.752026
12071,26.574991999999998,-81.858144
12073,30.466103000000004,-84.270371
12075,29.379995,-82.666319
12077,30.399795,-84.905169
12079,30.47263,-83.430563
12081,27.477054,-82.532775
12083,29.140116,-82.123367
12085,27.1443,-80.244395
12086,25.774565,-80.298888
12087,24.739678,-81.26394499999999
12089,30.607962,-81.647153
12091,30.542828999999998,-86.567105
12093,27.272057,-80.822153
12095,28.532854999999998,-81.384377
12097,28.266765000000003,-81.383484
12099,26.617075,-80.146119
12101,28.261606,-82.51608
12103,27.899794,-82.727651
12105,28.03114,-81.799975
12107,29.609299,-81.720431
12109,29.977088000000002,-81.421504
12111,27.338067,-80.353183
12113,30.549592999999998,-87.03695400000001
12115,27.208205,-82.423893
12117,28.697834000000004,-81.310445
12119,28.825768,-82.03546899999999
12121,30.214688,-82.987546
12123,30.064881,-83.59796700000001
12125,30.010768,-82.35691899999999
12127,29.073725,-81.123944
12129,30.185525,-84.331546
12131,30.583728999999998,-86.190665
12133,30.650717999999998,-85.625419
13001,31.77388,-82.338473
13003,31.317301,-82.886363
13005,31.547221,-82.466071
13007,31.307754,-84.437989
13009,33.084849,-83.245659
13011,34.351255,-83.506647
13013,33.993054,-83.7275
13015,34.208434999999994,-84.829122
13017,31.727638,-83.248636
13019,31.238588,-83.252459
13021,32.832049,-83.687184
13023,32.401368,-83.33214
13025,31.216648,-81.96996999999999
13027,30.842082,-83.54009
13029,31.979537,-81.37595400000001
13031,32.417702,-81.76241999999999
13033,33.101987,-81.998447
13035,33.296102000000005,-83.97000200000001
13037,31.527411999999998,-84.66844499999999
13039,30.814165000000003,-81.635079
13043,32.399861,-82.06230500000001
13045,33.622192999999996,-85.044673
13047,34.927795,-85.17282
13049,30.780002000000003,-82.023033
13051,32.036008,-81.126449
13053,32.344231,-84.899254
13055,34.495509000000006,-85.344167
13057,34.169606,-84.496595
13059,33.950406,-83.380863
13061,31.633549,-85.013368
13063,33.553383000000004,-84.362238
13065,31.017888,-82.740932
13067,33.943253999999996,-84.557878
13069,31.516,-82.84066700000001
13071,31.180954999999997,-83.768671
13073,33.516220000000004,-82.165654
13075,31.149846999999998,-83.424499
13077,33.379117,-84.736399
13079,32.707681,-83.934002
13081,31.947962,-83.77779100000001
13083,34.882709000000006,-85.497004
13085,34.401379999999996,-84.104119
13087,30.888345,-84.57036
13089,33.789813,-84.248029
13091,32.212815,-83.175591
13093,32.16758,-83.784195
13095,31.573426,-84.167625
13097,33.724923,-84.73464399999999
13099,31.331726,-84.916722
13101,30.708629,-83.057989
13103,32.291745,-81.299511
13105,34.126521000000004,-82.87952299999999
13107,32.58586,-82.307952
13109,32.169649,-81.90736700000001
13111,34.901383,-84.313402
13113,33.427941,-84.512414
13115,34.255796000000004,-85.183164
13117,34.19492,-84.144322
13119,34.377334999999995,-83.186079
13121,33.836086,-84.39364499999999
13123,34.677248999999996,-84.483646
13125,33.235927000000004,-82.609847
13127,31.202697999999998,-81.486488
13129,34.498326,-84.908795
13131,30.882764,-84.214288
13133,33.549876,-83.166093
13135,33.951956,-84.057963
13137,34.56516,-83.54162600000001
13139,34.275205,-83.844712
13141,33.255825,-83.00204699999999
13143,33.76192,-85.18547
13145,32.699933,-84.895034
13147,34.355413,-82.96495300000001
13149,33.309334,-85.1134
13151,33.475842,-84.175416
13153,32.571603,-83.66335699999999
13155,31.604646999999996,-83.280834
13157,34.132059000000005,-83.584805
13159,33.356251,-83.72434100000001
13161,31.848776,-82.600696
13163,33.063551000000004,-82.407657
13165,32.794618,-81.950133
13167,32.701199,-82.679535
13169,32.962134000000006,-83.54514
13171,33.080020000000005,-84.1544
13173,31.035393,-83.090886
13175,32.516487,-82.92613100000001
13177,31.681194,-84.173396
13179,31.827765999999997,-81.578482
13181,33.781126,-82.44638
13183,31.778807,-81.733663
13185,30.857006,-83.280221
13187,34.524951,-83.986879
13189,33.459617,-82.46986600000001
13191,31.47526,-81.407579
13193,32.325041999999996,-84.038814
13195,34.104614,-83.24068
13197,32.380907,-84.523557
13199,33.008863,-84.67284599999999
13201,31.159722,-84.73719799999999
13205,31.216853000000004,-84.172094
13207,33.038194,-83.906823
13209,32.167319,-82.533261
13211,33.600243,-83.485957
13213,34.782329,-84.792066
13215,32.492289,-84.930634
13217,33.569520000000004,-83.896609
13219,33.875278,-83.45794599999999
13221,33.916594,-83.14492
13223,33.905688,-84.816609
13225,32.584826,-83.82958
13227,34.455892,-84.442301
13229,31.314668,-82.240429
13231,33.103227000000004,-84.366796
13233,34.010878000000005,-85.176771
13235,32.275344,-83.48034200000001
13237,33.317059,-83.339663
13239,31.859377000000002,-85.077727
13241,34.87903,-83.407223
13243,31.760403000000004,-84.758026
13245,33.426859,-82.049444
13247,33.642043,-84.020894
13249,32.241549,-84.306781
13251,32.722842,-81.627328
13253,30.972496000000003,-84.868027
13255,33.258051,-84.273339
13257,34.556903999999996,-83.28868100000001
13259,32.069334999999995,-84.76451899999999
13261,32.059981,-84.221818
13263,32.703124,-84.582116
13265,33.5688,-82.88576
13267,32.043908,-82.052217
13269,32.560542,-84.21508299999999
13271,32.01562,-82.892471
13273,31.772157,-84.42886
13275,30.868962,-83.948411
13277,31.454362,-83.515048
13279,32.183935999999996,-82.36702199999999
13281,34.938691999999996,-83.782961
13283,32.387046999999995,-82.589718
13285,33.036737,-85.031746
13287,31.700824,-83.636891
13289,32.703662,-83.416286
13291,34.874243,-84.002286
13293,32.907469,-84.324382
13295,34.83654,-85.293376
13297,33.795381,-83.784266
13299,31.22682,-82.383943
13301,33.407596000000005,-82.66284399999999
13303,32.962029,-82.77340600000001
13305,31.611857,-81.919105
13307,32.049343,-84.56065699999999
13309,32.146558,-82.751307
13311,34.601048,-83.744309
13313,34.792742,-84.965686
13315,31.975167,-83.40565699999999
13317,33.755364,-82.753524
13319,32.8443,-83.239491
13321,31.535712,-83.861186
15001,19.672837,-155.421895
15003,21.372464,-157.913673
15005,21.188495,-156.979972
15007,22.021022,-159.442112
15009,20.863747,-156.49381599999998
16001,43.611186,-116.304409
16003,44.848619,-116.375947
16005,42.869212,-112.423672
16007,42.306336,-111.341632
16009,47.271692,-116.63973600000001
16011,43.217372,-112.355721
16013,43.541366,-114.29427700000001
16015,43.899702000000005,-115.993695
16017,48.235649,-116.630982
16019,43.494876,-111.997623
16021,48.705964,-116.302851
16023,43.699096999999995,-113.29456200000001
16025,43.350524,-114.756451
16027,43.611438,-116.627276
16029,42.643778000000005,-111.65606299999999
16031,42.482791,-113.74183300000001
16033,44.185815000000005,-112.278608
16035,46.485240000000005,-116.185221
16037,44.285168,-114.04803500000001
16039,43.115320000000004,-115.68440700000001
16041,42.0993,-111.872202
16043,44.014844000000004,-111.61546399999999
16045,43.884322999999995,-116.506739
16047,42.852717,-114.75106699999999
16049,45.974127,-116.10656599999999
16051,43.691123,-111.969394
16053,42.698446999999994,-114.46266899999999
16055,47.73713,-116.832581
16057,46.742968,-116.93443400000001
16059,45.127412,-113.86153
16061,46.238065999999996,-116.25738999999999
16063,42.973467,-114.32606899999999
16065,43.819114,-111.794073
16067,42.613265999999996,-113.712227
16069,46.394126,-116.95046200000002
16071,42.181568,-112.30127399999999
16073,43.376748,-116.68155800000001
16075,44.020334000000005,-116.894281
16077,42.775001,-112.829004
16079,47.514637,-116.085925
16081,43.692977,-111.125546
16083,42.558563,-114.504002
16085,44.758677,-116.073719
16087,44.297897999999996,-116.919922
17001,39.943826,-91.328948
17003,37.149251,-89.289666
17005,38.884622,-89.432819
17007,42.293981,-88.851989
17009,39.964815,-90.746466
17011,41.382964,-89.42378000000001
17013,39.12353,-90.63801
17015,42.071878999999996,-89.963255
17017,39.979865999999994,-90.319209
17019,40.128073,-88.233083
17021,39.525298,-89.254627
17023,39.351007,-87.800246
17025,38.716132,-88.490134
17027,38.587753,-89.472099
17029,39.487297,-88.258277
17031,41.865937,-87.757714
17033,39.00569,-87.748024
17035,39.275965,-88.28088699999999
17037,41.927172,-88.72946
17039,40.171701,-88.908946
17041,39.766826,-88.279794
17043,41.849815,-88.071617
17045,39.635942,-87.71537
17047,38.402493,-88.04063000000001
17049,39.094722999999995,-88.576033
17051,38.997828999999996,-89.033295
17053,40.527421999999994,-88.217453
17055,37.962134999999996,-88.953316
17057,40.521963,-90.119357
17059,37.770001,-88.238563
17061,39.372240000000005,-90.373465
17063,41.345273999999996,-88.347437
17065,38.092156,-88.55774699999999
17067,40.425725,-91.203133
17069,37.478453,-88.290573
17071,40.828841,-90.9448
17073,41.348782,-90.134757
17075,40.763597,-87.834391
17077,37.747793,-89.27403100000001
17079,39.003765,-88.159885
17081,38.308488,-88.91080799999999
17083,39.072862,-90.32042
17085,42.411324,-90.305944
17087,37.474558,-88.882358
17089,41.918110999999996,-88.331264
17091,41.148582,-87.85086700000001
17093,41.663724,-88.37906600000001
17095,40.937032,-90.328601
17097,42.313072,-87.96945799999999
17099,41.350798,-88.895997
17101,38.718291,-87.748328
17103,41.810241999999995,-89.398207
17105,40.907044,-88.573187
17107,40.140775,-89.36150500000001
17109,40.469471999999996,-90.669344
17111,42.271471999999996,-88.34988
17113,40.494122999999995,-88.954977
17115,39.851176,-88.947076
17117,39.19403,-89.87703499999999
17119,38.801396000000004,-90.018097
17121,38.590709999999994,-89.01696700000001
17123,41.043034000000006,-89.315638
17125,40.286475,-89.898924
17127,37.178592,-88.714109
17129,39.99726,-89.79950699999999
17131,41.214043,-90.687167
17133,38.358529,-90.171163
17135,39.198961,-89.505319
17137,39.718154999999996,-90.231161
17139,39.631979,-88.614419
17141,42.028653000000006,-89.256098
17143,40.742915,-89.638993
17145,38.058514,-89.323862
17147,40.007008,-88.581585
17149,39.621311,-90.859127
17151,37.39893,-88.54991
17153,37.199543,-89.13475
17155,41.229306,-89.270945
17157,38.055541,-89.809249
17159,38.725943,-88.08831500000001
17161,41.489142,-90.504005
17163,38.550219,-90.000674
17165,37.754785999999996,-88.536395
17167,39.772757,-89.652867
17169,40.13118,-90.568639
17171,39.645737,-90.462754
17173,39.396539000000004,-88.802073
17175,41.098377,-89.792451
17177,42.324139,-89.644541
17179,40.602899,-89.534104
17181,37.468579999999996,-89.23650500000001
17183,40.149683,-87.65480600000001
17185,38.431283,-87.789625
17187,40.890638,-90.636371
17189,38.359407,-89.39393000000001
17191,38.406869,-88.422496
17193,38.089959,-88.19224100000001
17195,41.780798,-89.82325300000001
17197,41.565138,-88.057232
17199,37.755675,-88.974979
17201,42.307128000000006,-89.06224
17203,40.771239,-89.29030999999999
18001,40.753766999999996,-84.93431700000001
18003,41.098642,-85.12232900000001
18005,39.216784999999994,-85.902794
18007,40.575066,-87.291433
18009,40.469726,-85.34419
18011,40.013009000000004,-86.398737
18013,39.236241,-86.20969000000001
18015,40.578983,-86.600098
18017,40.747104,-86.33959200000001
18019,38.371546,-85.732035
18021,39.469066,-87.124217
18023,40.298201,-86.51230699999999
18025,38.313435,-86.42344399999999
18027,38.696963000000004,-87.098076
18029,39.14462,-84.920935
18031,39.319975,-85.49421099999999
18033,41.378214,-85.034285
18035,40.20517,-85.401962
18037,38.357067,-86.91403199999999
18039,41.637679,-85.906728
18041,39.640791,-85.14749599999999
18043,38.321514,-85.855645
18045,40.152089000000004,-87.271946
18047,39.401885,-85.070265
18049,41.059389,-86.220078
18051,38.30918,-87.546685
18053,40.525253,-85.644413
18055,39.052316,-86.992172
18057,40.002534000000004,-86.059737
18059,39.811662,-85.824125
18061,38.233745,-86.097474
18063,39.772784,-86.41505500000001
18065,39.928644,-85.403678
18067,40.470704,-86.132959
18069,40.870224,-85.487085
18071,38.925896,-85.942654
18073,41.075783,-87.149436
18075,40.428424,-85.033025
18077,38.758956,-85.43369200000001
18079,39.005169,-85.648821
18081,39.553276000000004,-86.113609
18083,38.698623,-87.45768000000001
18085,41.266796,-85.830484
18087,41.6324,-85.46117
18089,41.526226,-87.40815500000001
18091,41.631837,-86.790977
18093,38.846385999999995,-86.49571800000001
18095,40.11412,-85.708901
18097,39.791299,-86.13590500000001
18099,41.347248,-86.27308199999999
18101,38.678357,-86.848113
18103,40.730651,-86.073933
18105,39.162879,-86.537697
18107,40.035109999999996,-86.90006
18109,39.512251,-86.39931800000001
18111,40.994087,-87.380385
18113,41.413892,-85.391205
18115,38.954549,-84.911295
18117,38.562156,-86.49698199999999
18119,39.315596,-86.79982199999999
18121,39.758327,-87.227997
18123,38.009327,-86.705205
18125,38.424833,-87.233923
18127,41.513678999999996,-87.105308
18129,38.013245,-87.823041
18131,41.050592,-86.685266
18133,39.646107,-86.835611
18135,40.168572999999995,-84.997064
18137,39.159402,-85.218379
18139,39.623616,-85.47456899999999
18141,41.6754,-86.228686
18143,38.698198,-85.762718
18145,39.536039,-85.789825
18147,38.015495,-87.011149
18149,41.282896,-86.631962
18151,41.649521,-85.010662
18153,39.103093,-87.39098800000001
18155,38.819835,-85.023499
18157,40.41788,-86.886971
18159,40.308849,-86.050587
18161,39.618626,-84.919102
18163,37.996062,-87.551819
18165,39.763164,-87.44023100000001
18167,39.460817,-87.387985
18169,40.858522,-85.80237199999999
18171,40.312186,-87.326289
18173,38.012884,-87.352574
18175,38.572886,-86.08667700000001
18177,39.842737,-84.949811
18179,40.770771,-85.194412
